name	x	y	z
A1	80.790558	26.250444	-2.966457
A2	68.724554	49.931311	-2.966457
A3	74.051912	34.530973	23.429175
A4	60.372443	24.392050	54.636947
A5	57.207392	46.325633	42.500000
A6	53.864871	61.964445	21.999619
A7	49.931311	68.724554	-2.966457
A8	26.250444	80.790558	-2.966457
A9	28.970395	75.470459	26.266445
A10	30.569067	57.492053	54.636947
A11	31.850308	31.850308	72.084088
A12	0.000000	33.212146	78.242913
A13	0.000000	61.143883	59.045961
A14	0.000000	79.354336	30.461276
A15	0.000000	84.948220	-2.966457
A16	-26.250444	80.790558	-2.966457
A17	-28.970395	75.470459	26.266445
A18	-30.569067	57.492053	54.636947
A19	-31.850308	31.850308	72.084088
A20	-60.372443	24.392050	54.636947
A21	-57.207392	46.325633	42.500000
A22	-53.864871	61.964445	21.999619
A23	-49.931311	68.724554	-2.966457
A24	-45.280720	62.323564	-35.922552
A25	-68.724554	49.931311	-2.966457
A26	-74.051912	34.530973	23.429175
A27	-80.790558	26.250444	-2.966457
A28	-77.036162	-0.000000	-35.922552
A29	-84.948220	-0.000000	-2.966457
A30	-79.354336	-0.000000	30.461276
A31	-61.143883	-0.000000	59.045961
A32	-33.212146	-0.000000	78.242913
B1	84.948220	-0.000000	-2.966457
B2	80.790558	-26.250444	-2.966457
B3	68.724554	-49.931311	-2.966457
B4	74.051912	-34.530973	23.429175
B5	79.354336	-0.000000	30.461276
B6	61.143883	-0.000000	59.045961
B7	60.372443	-24.392050	54.636947
B8	57.207392	-46.325633	42.500000
B9	53.864871	-61.964445	21.999619
B10	49.931311	-68.724554	-2.966457
B11	26.250444	-80.790558	-2.966457
B12	28.970395	-75.470459	26.266445
B13	30.569067	-57.492053	54.636947
B14	31.850308	-31.850308	72.084088
B15	33.212146	-0.000000	78.242913
B16	0.000000	-0.000000	85.000000
B17	0.000000	-33.212146	78.242913
B18	0.000000	-61.143883	59.045961
B19	0.000000	-79.354336	30.461276
B20	0.000000	-84.948220	-2.966457
B21	-26.250444	-80.790558	-2.966457
B22	-28.970395	-75.470459	26.266445
B23	-30.569067	-57.492053	54.636947
B24	-31.850308	-31.850308	72.084088
B25	-60.372443	-24.392050	54.636947
B26	-57.207392	-46.325633	42.500000
B27	-53.864871	-61.964445	21.999619
B28	-49.931311	-68.724554	-2.966457
B29	-45.280720	-62.323564	-35.922552
B30	-68.724554	-49.931311	-2.966457
B31	-74.051912	-34.530973	23.429175
B32	-80.790558	-26.250444	-2.966457
